-7.104153470865797182e+00 -8.176559657386754054e+00 -4.747679055752399790e+00 -6.445927164462053938e+00 -7.791524729787822068e+00 -4.791379992220585748e+00 -6.736580495179217642e+00 -6.450788812047294485e+00 -6.173228137847567965e+00
-7.104153470865797182e+00 -7.140619829271983576e+00 -4.747679055752399790e+00 -6.445927164462053938e+00 -7.791524729787822068e+00 -4.791379992220585748e+00 -6.736580495179217642e+00 -4.126081184773756405e+00 -6.173228137847567965e+00
-7.104153470865797182e+00 -7.126965381363318031e+00 -4.747679055752399790e+00 -6.445927164462053938e+00 -7.791524729787822068e+00 -4.791379992220585748e+00 -6.736580495179217642e+00 -4.126081184773756405e+00 -6.173228137847567965e+00
-7.104153470865797182e+00 -7.126965381363318031e+00 -9.574362652288684217e+00 -6.445927164462053938e+00 -7.791524729787822068e+00 -4.791379992220585748e+00 -6.736580495179217642e+00 -4.126081184773756405e+00 -6.173228137847567965e+00
-7.100775448577412163e+00 -7.128419829290840504e+00 -9.576509936073037466e+00 -6.442495184331451519e+00 -7.792648696040386902e+00 -8.838346650031800422e+00 -6.730275142581893633e+00 -4.918337544537384254e+00 -6.176879808396689597e+00
-5.836290630538316648e+00 -7.128442003332394528e+00 -6.662834818592286545e+00 -6.440010157634950438e+00 -7.773029247150641474e+00 -8.838781720236919881e+00 -6.727611432564993166e+00 -4.912032463909915769e+00 -6.176755688091430940e+00
-5.837521144809391771e+00 -7.129110283537298365e+00 -7.317840268221761590e+00 -6.430510154439344817e+00 -7.772123351568086314e+00 -7.765177312748633653e+00 -6.723853077343778573e+00 -7.101008367788164577e+00 -9.246099345199827013e+00
-5.836422768080871570e+00 -7.128999494569464801e+00 -7.319972411195158735e+00 -6.431656658323643860e+00 -7.774327906114369746e+00 -7.765573888939148794e+00 -6.729681213276951013e+00 -7.096169470185836659e+00 -9.247065681498952472e+00
-5.836422768080871570e+00 -6.624872718547727857e+00 -7.319972411195158735e+00 -7.475679375013436712e+00 -7.774327906114369746e+00 -7.765573888939148794e+00 -6.729681213276951013e+00 -7.096169470185836659e+00 -9.247065681498952472e+00
-5.830594520437769823e+00 -6.622518235132346831e+00 -7.317414525992418817e+00 -6.845460572035087843e+00 -7.771777076136221041e+00 -7.761820027303019565e+00 -6.728506963279325959e+00 -7.097946922501977340e+00 -6.792008654832399017e+00
