-4.788441128089485943e+01 -4.438251957206045972e+01 -4.335195978169536346e+01 -4.666758906298058207e+01 -4.265833536923892666e+01 -4.581233164147383263e+01 -4.322365254752833152e+01 -4.303514384079878141e+01 -4.475946398237618951e+01 -4.419355701835765160e+01 -4.405916292078057239e+01 -4.392214763926993015e+01 -4.459679881097691378e+01
-4.827720451164305615e+01 -4.403463904696663178e+01 -4.352902964616820469e+01 -4.685186409607266711e+01 -4.350517684963566722e+01 -4.694764583708894889e+01 -4.444854482302596210e+01 -4.348027408442489872e+01 -4.323222633137587678e+01 -4.465809555746848503e+01 -4.471314890518128493e+01 -4.344410939582009235e+01 -4.404153001642638543e+01
-5.009773216660595097e+01 -4.402931849816823018e+01 -4.348999566100782488e+01 -4.438389141519296999e+01 -4.418051435576492025e+01 -4.261069610372297944e+01 -4.432812741904274390e+01 -4.342412345641262306e+01 -4.254223006716958366e+01 -4.497441109489517430e+01 -4.264036618786744981e+01 -4.312093390268784532e+01 -4.385808910447610742e+01
-4.692159473710740514e+01 -4.464380240336266326e+01 -4.375861606454920860e+01 -4.472722257667580692e+01 -4.341798874266940089e+01 -4.678081205096499673e+01 -4.572332027855375003e+01 -4.262723665655563821e+01 -4.409009724841813949e+01 -4.438634453769964239e+01 -4.545348220070673761e+01 -4.470893413290613694e+01 -4.260523841065953832e+01
-4.404198409114529511e+01 -4.414600130022081004e+01 -4.348707416733643782e+01 -4.617269117325043482e+01 -4.310290437188899659e+01 -4.390019602084314698e+01 -4.375253615099270377e+01 -4.474369660248449776e+01 -4.397165078305392427e+01 -4.370221855101026165e+01 -4.492272356773722208e+01 -4.435858079678736487e+01 -4.324088923351413172e+01
-4.917634520458237546e+01 -4.458344609709387640e+01 -4.337772706592203775e+01 -4.506850245226031859e+01 -4.273887853134816339e+01 -4.492610116198435577e+01 -4.589487007249190498e+01 -4.257109333971666842e+01 -4.503240790485938305e+01 -4.559368847081879039e+01 -4.374850506524191474e+01 -4.376718590051677893e+01 -4.432454048126404444e+01
-5.019123878803749506e+01 -4.368823555306143192e+01 -4.395204083185042521e+01 -4.371778628690311308e+01 -4.287152461908750212e+01 -4.556826835569107459e+01 -4.564540941721513434e+01 -4.252392118253516884e+01 -4.312013855395353090e+01 -4.450058117302062755e+01 -4.480590846286589368e+01 -4.233614285631158936e+01 -4.365972018018667455e+01
-4.861866463137619121e+01 -4.382375152905985516e+01 -4.451895320087672303e+01 -4.416561327402148152e+01 -4.321033253935235763e+01 -4.306145686159310770e+01 -4.457453914503385306e+01 -4.252098627055467972e+01 -4.435643374667736083e+01 -4.531385577933578901e+01 -4.459946611519672643e+01 -4.355257390462306688e+01 -4.360319932099618256e+01
-4.972837368394140611e+01 -4.388907984811088880e+01 -4.407012691639864244e+01 -4.588718933690919499e+01 -4.326026718930820181e+01 -4.528104695273481894e+01 -4.365628259511456832e+01 -4.306583502992526746e+01 -4.496990063266363791e+01 -4.384848673570999011e+01 -4.495209486841304880e+01 -4.453180892011868508e+01 -4.369905729870453825e+01
-4.441040906189683568e+01 -4.398508861729187913e+01 -4.369788319425277479e+01 -4.660885912093256422e+01 -4.333802925446413212e+01 -4.333403654384921566e+01 -4.651870483628903941e+01 -4.254384301421218595e+01 -4.582902285683896082e+01 -4.318358377631755474e+01 -4.378411597034753555e+01 -4.397486498676780542e+01 -4.276814958047739168e+01
-4.691088066267587919e+01 -4.378137276372154219e+01 -4.474426730071199643e+01 -4.351870860485623638e+01 -4.392363970978487941e+01 -4.599454503248382764e+01 -4.629821921251303962e+01 -4.316522336362574919e+01 -4.316195618085502872e+01 -4.382535027014375828e+01 -4.366143174203395461e+01 -4.441718758102331321e+01 -4.269371892598869067e+01
-4.576254458499833788e+01 -4.434950740437311367e+01 -4.345191214705371863e+01 -4.547215092168624295e+01 -4.309940149971581747e+01 -4.288782437322431207e+01 -4.343893625632217947e+01 -4.259598073360788817e+01 -4.316582333831063778e+01 -4.543206697474424516e+01 -4.440177071742260750e+01 -4.287123193572406166e+01 -4.421274571313084323e+01
-4.382709771464991633e+01 -4.813999846338990807e+01 -4.325705434566723540e+01 -4.541918329110563235e+01 -4.336259268363988895e+01 -4.683812442930037889e+01 -4.288617926060261709e+01 -4.360471632832256716e+01 -4.468796422519668710e+01 -4.410939216687045672e+01 -4.467441423416332213e+01 -4.306124192729003397e+01 -4.263320643155068979e+01
-4.961230513189074998e+01 -4.389988879066211780e+01 -4.435884497895405332e+01 -4.486212796082870113e+01 -4.420647228988067923e+01 -4.345256878774330289e+01 -4.407193766511454669e+01 -4.317006028727360700e+01 -4.415396358055756565e+01 -4.590060881147471150e+01 -4.456396383465656186e+01 -4.541447843486385239e+01 -4.513138783826305911e+01
-4.756053164801369348e+01 -4.421425770423208945e+01 -4.389417808786043906e+01 -4.568078191107847630e+01 -4.306954717851653669e+01 -4.497985710239023405e+01 -4.354819189644478428e+01 -4.259856830484270063e+01 -4.413044995870984621e+01 -4.447847807942505938e+01 -4.548213387577035149e+01 -4.290710049436234641e+01 -4.431913701762650959e+01
-4.406151969021614434e+01 -4.385340974492515187e+01 -4.331865827281662007e+01 -4.631339415195588316e+01 -4.300163720517620902e+01 -4.525487935377169180e+01 -4.606401333096358286e+01 -4.281890192782469029e+01 -4.559626887675270979e+01 -4.388417156630794835e+01 -4.551904589395869039e+01 -4.278835867005930993e+01 -4.322741392084472523e+01
